Serial_no,Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
2072,Komitla Trans lines.,NON A/C Sleeper (2+1),14:00,22:30,08h 30m,1109,17 Seats available,3.5,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2073,Sri Tulasi Tours and Travels,A/C Sleeper (2+1),16:00,23:30,07h 30m,INR 1800,18 Seats available,3.5,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2074,Sri Tulasi Tours and Travels,A/C Seater / Sleeper (2+1),18:30,02:00,07h 30m,INR 999,30 Seats available,3.5,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2075,Mayuri Travels,Non A/C Seater / Sleeper (2+1),19:00,02:45,07h 45m,INR 890,21 Seats available,3.5,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2076,Sri Tulasi Tours and Travels,A/C Sleeper (2+1),17:00,01:00,08h 00m,INR 1200,22 Seats available,3.5,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2077,Sri Tulasi Tours and Travels,A/C Seater / Sleeper (2+1),18:10,01:00,06h 50m,INR 949,24 Seats available,3.5,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2078,Sri Tulasi Tours and Travels,A/C Seater / Sleeper (2+1),23:00,05:00,06h 00m,INR 1599,16 Seats available,3.5,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2079,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),22:15,05:00,06h 45m,756,8 Seats available,3.1,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2080,Sri Tulasi Tours and Travels,A/C Seater / Sleeper (2+1),20:00,03:30,07h 30m,INR 799,26 Seats available,3.5,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2081,RUDRA TOURS & TRAVELS,NON A/C Seater/ Sleeper (2+1),22:30,06:00,07h 30m,INR 555,30 Seats available,3.5,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2082,KKaveri Travels,Volvo Multi-Axle A/C Sleeper (2+1),17:00,23:55,06h 55m,1170,30 Seats available,3.4,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2083,DMR Travels,A/C Sleeper (2+1),16:00,01:30,09h 30m,INR 2599,28 Seats available,3.5,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2084,Krk Travels,Non A/C Seater / Sleeper (2+1),18:00,23:45,05h 45m,INR 1200,49 Seats available,3.5,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2085,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),23:00,06:30,07h 30m,INR 450,28 Seats available,"3.4
39",https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2086,KKaveri Travels,Non A/C Seater / Sleeper (2+1),18:25,02:30,08h 05m,INR 700,24 Seats available,3.4,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2087,KKaveri Travels,A/C Sleeper (2+1),21:45,03:00,05h 15m,INR 1700,27 Seats available,3.4,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2088,Navin Citi Connect,Non A/C Seater / Sleeper (2+1),18:15,02:50,08h 35m,INR 590,32 Seats available,3.3,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2089,Sri Krishna Travels,A/C Sleeper (2+1),17:15,01:10,07h 55m,INR 1100,19 Seats available,3.3,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2090,SRKT Travels,Non A/C Seater / Sleeper (2+1),20:00,05:00,09h 00m,INR 450,32 Seats available,"3.5
27",https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2091,Sri Padmavathi Travels,A/C Seater / Sleeper (2+1),22:45,06:00,07h 15m,INR 600,32 Seats available,"3.4
30",https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2092,Sri Keerthana Sai Travels,Non A/C Seater / Sleeper (2+1),17:30,01:30,08h 00m,INR 500,30 Seats available,3.2,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2093,Navayuga Travels,A/C Seater / Sleeper (2+1),22:45,05:10,06h 25m,INR 1590,16 Seats available,3.1,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2094,Shyamoli Paribahan Pvt Ltd,A/C Seater/Sleeper (2+1),22:20,04:30,06h 10m,INR 1974,13 Seats available,3.1,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2095,Navayuga Travels,A/C Sleeper (2+1),15:00,22:15,07h 15m,INR 1290,17 Seats available,3.1,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2096,Shyamoli Paribahan Pvt Ltd,A/C Seater/Sleeper (2+1),17:15,01:00,07h 45m,INR 599,28 Seats available,3.1,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2097,SVR Tours and Travels,A/C Seater / Sleeper (2+1),18:30,02:00,07h 30m,INR 690,35 Seats available,"4.6
6",https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2098,Sri VInayaka Travels(Siva's),A/C Seater / Sleeper (2+1),20:00,03:45,07h 45m,INR 610,28 Seats available,3,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2099,Sri Laxmi Sravanthi Siva Tours And Travels,Non A/C Seater / Sleeper (2+1),19:15,03:45,08h 30m,INR 699,33 Seats available,2.9,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2100,Jagan Travels,A/C Sleeper (2+1),17:30,00:30,07h 00m,INR 790,21 Seats available,2.8,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2101,Morning Star Travels,A/C Sleeper (2+1),22:15,05:20,07h 05m,INR 600,28 Seats available,"1.9
45",https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2102,KVR Tours and Travels,A/C Sleeper (2+1),17:30,01:20,07h 50m,INR 780,29 Seats available,2.8,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2103,Sri Krishna Travels,A/C Seater / Sleeper (2+1),20:55,05:00,08h 05m,INR 500,23 Seats available,"2.9
6",https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2104,Morning Star Travels,A/C Sleeper (2+1),13:00,22:30,09h 30m,INR 790,24 Seats available,"1.8
9",https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2105,Sai RK Travels,Non A/C Seater / Sleeper (2+1),22:40,07:30,08h 50m,INR 545,31 Seats available,"1.2
9",https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2106,New Sindhu Travels,Non A/C Seater / Sleeper (2+1),21:45,04:45,07h 00m,INR 550,35 Seats available,"1.9
9",https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2107,Sree Durga Kaveri Travels,Non A/C Seater / Sleeper (2+1),22:00,05:10,07h 10m,INR 2000,38 Seats available,"1.8
7",https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2108,Nani’s Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),23:15,05:50,06h 35m,INR 450,26 Seats available,"1.8
9",https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2109,Morning Star Travels,A/C Sleeper (2+1),17:30,02:20,08h 50m,INR 790,29 Seats available,2.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2110,Morning Star Travels,A/C Sleeper (2+1),14:20,23:15,08h 55m,INR 790,30 Seats available,2.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2111,Vikram Travels,A/C Sleeper (2+1),21:00,03:45,06h 45m,INR 850,21 Seats available,4.5,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2112,Dream Bus,A/C Sleeper (2+1),14:30,22:15,07h 45m,INR 5000,30 Seats available,4.3,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2113,Sree Sambhavi Tours and Travels,Non A/C Seater / Sleeper (2+1),21:45,06:00,08h 15m,INR 1000,41 Seats available,2.5,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2114,Sree Sambhavi Tours and Travels,Non A/C Seater / Sleeper (2+1),21:45,06:00,08h 15m,INR 1000,42 Seats available,2.5,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2115,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),18:30,02:30,08h 00m,INR 700,32 Seats available,2.4,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2116,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),23:00,05:30,06h 30m,INR 890,32 Seats available,2.4,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2117,Prathap Travels,Non A/C Seater / Sleeper (2+1),21:55,05:30,07h 35m,INR 500,28 Seats available,4.1,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2118,V Kaveri Travels,A/C Seater / Sleeper (2+1),18:30,03:00,08h 30m,INR 700,35 Seats available,2.4,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2119,LUCKY TRAVELS,A/C Seater / Sleeper (2+1),17:30,01:00,07h 30m,INR 899,32 Seats available,3.9,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2120,Sri Dhanalakshmi Travels,Non A/C Seater / Sleeper (2+1),21:30,05:30,08h 00m,INR 500,33 Seats available,1.9,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2121,PRL BUS,A/C Seater / Sleeper (2+1),15:00,21:59,06h 59m,INR 10000,1 Seat available,3.8,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2122,SVR Tours and Travels,Volvo A/C Sleeper (2+1),17:45,02:00,08h 15m,INR 800,30 Seats available,3.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2123,SVR Tours and Travels,A/C Seater / Sleeper (2+1),17:45,02:00,08h 15m,INR 590,32 Seats available,3.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2124,SRI SAI BALAJI TOURS AND TRAVELS,Non A/C Seater / Sleeper (2+1),19:00,01:15,06h 15m,INR 800,24 Seats available,3.6,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2125,SREE PAVAN TRAVELS,Non A/C Seater / Sleeper (2+1),22:15,06:15,08h 00m,INR 500,22 Seats available,3.5,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2126,SRI RATAN TATA EXPRESS,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),19:00,04:30,09h 30m,INR 1249,28 Seats available,3.5,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2127,SRI RATAN TATA EXPRESS,A/C Sleeper (2+1),17:30,03:00,09h 30m,INR 1099,22 Seats available,3.5,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2128,Navin Travels,Non A/C Seater / Sleeper (2+1),22:55,06:30,07h 35m,648,10 Seats available,3.5,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2129,Mayuri Travels,Non A/C Seater / Sleeper (2+1),19:50,03:35,07h 45m,INR 900,40 Seats available,3.5,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2130,Mayuri Travels,Non A/C Seater / Sleeper (2+1),19:00,02:45,07h 45m,INR 999,33 Seats available,3.5,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2131,RUDRA TOURS & TRAVELS,NON A/C Seater/ Sleeper (2+1),22:30,06:00,07h 30m,INR 699,29 Seats available,3.5,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2132,Mayuri Travels,Non A/C Seater / Sleeper (2+1),18:45,03:30,08h 45m,INR 999,39 Seats available,3.5,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2133,SRI RATAN TATA EXPRESS,A/C Sleeper (2+1),18:00,23:59,05h 59m,INR 999,28 Seats available,3.5,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2134,Sri Padmavathi Travels,Non A/C Seater / Sleeper (2+1),23:00,06:30,07h 30m,INR 550,28 Seats available,3.4,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2135,BEZAWADA TOURS AND TRAVELS,Non A/C Seater / Sleeper (2+1),21:45,05:45,08h 00m,INR 599,1 Seat available,3.4,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2136,KKaveri Travels,A/C Sleeper (2+1),20:45,02:00,05h 15m,INR 1600,30 Seats available,3.4,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2137,Jayalakshmi Tours and Travels,A/C Seater / Sleeper (2+1),21:30,06:00,08h 30m,INR 1500,40 Seats available,3.4,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2138,Sri Krishna Travels,A/C Seater / Sleeper (2+1),21:00,05:45,08h 45m,INR 550,30 Seats available,3.3,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2139,VARAHI TRAVELS,Non A/C Seater / Sleeper (2+1),17:15,23:59,06h 44m,INR 890,43 Seats available,3.3,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2140,Cherry tours&travels,Non A/C Seater / Sleeper (2+1),19:45,04:14,08h 29m,INR 1558,43 Seats available,3.1,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2141,Elegance Tours And Travels Pvt Ltd,Bharat Benz A/C Sleeper (2+1),20:30,03:30,07h 00m,2849,29 Seats available,3.1,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2142,Sai RK Travels,A/C Seater / Sleeper (2+1),17:45,02:00,08h 15m,INR 888,28 Seats available,3,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2143,LAVYASRI Travels,Non A/C Seater / Sleeper (2+1),22:35,05:30,06h 55m,INR 610,41 Seats available,2.9,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2144,SJR TRAVELS,A/C Seater / Sleeper (2+1),20:00,04:00,08h 00m,INR 2000,32 Seats available,2.8,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2145,SJR TRAVELS,Non A/C Seater / Sleeper (2+1),20:00,04:00,08h 00m,INR 2000,40 Seats available,2.8,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2146,SJR TRAVELS,A/C Seater / Sleeper (2+1),22:30,06:00,07h 30m,INR 3000,1 Seat available,2.8,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2147,SKS Logistics,A/C Seater / Sleeper (2+1),18:00,01:00,07h 00m,INR 999,30 Seats available,2.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2148,SKS Logistics,Non A/C Seater / Sleeper (2+1),18:50,03:15,08h 25m,INR 560,30 Seats available,2.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2149,MY YATRA BUS,A/C Sleeper (2+1),19:30,03:00,07h 30m,INR 2000,36 Seats available,2.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2150,Morning Star Travels,A/C Sleeper (2+1),16:30,01:45,09h 15m,INR 790,24 Seats available,2.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2151,KKaveri Travels,Non A/C Seater / Sleeper (2+1),14:00,22:30,08h 30m,INR 990,41 Seats available,2.6,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2152,Vsaikrishna Travels,NON A/C Sleeper (2+1),22:00,06:20,08h 20m,INR 3000,26 Seats available,2.6,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2153,Sai Sree Travels,A/C Sleeper (2+1),22:00,06:30,08h 30m,INR 1110,24 Seats available,2.3,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2154,Sai Sree Travels,A/C Sleeper (2+1),20:30,06:00,09h 30m,INR 1499,24 Seats available,2.3,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2155,Nani’s Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),22:40,05:00,06h 20m,INR 499,31 Seats available,2.1,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2156,Naveen Tours and Travels,A/C Seater/Sleeper (2+1),21:30,06:40,09h 10m,INR 3999,44 Seats available,1.3,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2157,Naveen Tours and Travels,A/C Seater/Sleeper (2+1),21:34,07:05,09h 31m,INR 3999,44 Seats available,1.3,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2158,Naveen Tours and Travels,A/C Seater/Sleeper (2+1),20:00,03:45,07h 45m,INR 3999,44 Seats available,1.3,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2159,Naveen Tours and Travels,Non AC Seater (2+3),22:34,08:05,09h 31m,INR 3999,50 Seats available,1.3,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2160,Naveen Tours and Travels,A/C Seater/Sleeper (2+1),22:30,07:00,08h 30m,INR 1490,33 Seats available,1.3,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2161,LOKSHITHA SREE TRAVELS,NON A/C Seater (2+2),22:15,06:30,08h 15m,INR 1900,27 Seats available, ,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2162,LOKSHITHA SREE TRAVELS,NON A/C Seater (2+2),22:15,06:30,08h 15m,INR 1900,17 Seats available, ,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2163,LOKSHITHA SREE TRAVELS,NON A/C Seater (2+2),21:10,05:30,08h 20m,INR 3000,41 Seats available, ,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2164,Naveen Tours and Travels,A/C Seater/Sleeper (2+1),22:20,06:50,08h 30m,INR 1298,44 Seats available, ,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2165,VRL Travels,Volvo Multi-Axle A/C Sleeper (2+1),13:50,21:50,08h 00m,INR 1800,35 Seats available,3.4,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
2166,BHAIRAVA TOURS AND TRAVELS,Non A/C Seater / Sleeper (2+1),19:15,02:00,06h 45m,INR 599,16 Seats available,"3.9
18",https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,Bangalore to Rayachoti
2167,S R Travels,Non A/C Seater / Sleeper (2+1),19:30,02:30,07h 00m,INR 750,29 Seats available,"3.0
7",https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,Bangalore to Rayachoti
2168,Royal Voyage Travels (RVT),A/C Seater / Sleeper (2+1),19:30,02:45,07h 15m,INR 858,32 Seats available,"5.0
5",https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,Bangalore to Rayachoti
2169,Ahobila Travels,Non A/C Seater / Sleeper (2+1),19:35,02:45,07h 10m,INR 700,32 Seats available,3,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,Bangalore to Rayachoti
2170,Sri Vinayaka Travels,NON A/C Sleeper (2+1),19:45,03:00,07h 15m,INR 750,12 Seats available,"3.1
10",https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,Bangalore to Rayachoti
2171,Sri Vengamamba Bus Transport (SVBT),Non A/C Seater / Sleeper (2+1),20:00,01:00,05h 00m,INR 890,27 Seats available,"4.9
14",https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,Bangalore to Rayachoti
2172,Maheswari Travels,NON A/C Sleeper (2+1),20:00,03:00,07h 00m,INR 799,20 Seats available,3.1,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,Bangalore to Rayachoti
2173,CGR Travels,Non A/C Seater / Sleeper (2+1),20:10,03:00,06h 50m,INR 550,36 Seats available,"4.3
35",https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,Bangalore to Rayachoti
2174,CGR Travels,Non A/C Seater / Sleeper (2+1),20:15,04:15,08h 00m,INR 550,14 Seats available,"4.4
96",https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,Bangalore to Rayachoti
2175,Maheswari Travels,Non A/C Seater / Sleeper (2+1),20:15,03:00,06h 45m,INR 550,27 Seats available,"3.3
15",https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,Bangalore to Rayachoti
2176,Sri Vengamamba Bus Transport (SVBT),Non A/C Seater / Sleeper (2+1),20:30,01:30,05h 00m,INR 935,23 Seats available,"3.1
6",https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,Bangalore to Rayachoti
2177,Sri Shrinivasa Bus Transport (SSBT),Non A/C Seater / Sleeper (2+1),20:30,01:30,05h 00m,INR 699,28 Seats available,4.1,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,Bangalore to Rayachoti
2178,Indu Travels,Non A/C Seater / Sleeper (2+1),20:35,03:45,07h 10m,INR 599,25 Seats available,"3.8
40",https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,Bangalore to Rayachoti
